IDPLAYER,PLAYERNAME,BIRTHDATE,FIRSTNAME,LASTNAME,TEAM,LG,POS,IDFANGRAPHS,FANGRAPHSNAME,MLBID,MLBNAME,CBSID,CBSNAME,RETROID,BREFID,NFBCID,NFBCNAME,ESPNID,ESPNNAME,KFFLNAME,DAVENPORTID,BPID,YAHOOID,YAHOONAME,MSTRBLLNAME,BATS,THROWS,FANTPROSNAME,LASTCOMMAFIRST,ROTOWIREID,FANDUELNAME,FANDUELID,DRAFTKINGSNAME,OTTONEUID,HQID,RAZZBALLNAME,FANTRAXID,FANTRAXNAME,ROTOWIRENAME,ALLPOS,NFBCLASTFIRST,NAME_TEAM,NAME_TEAM1,NAME_TEAM2,NAME_TEAM3,NAME_TEAM4,NAME_TEAM5,NAME_TEAM6
haysau01,AUSTIN HAYS,7/5/1995,Austin,Hays,BAL,AL,OF,19363,AUSTIN HAYS,669720.0,AUSTIN HAYS,2507192.0,AUSTIN HAYS,haysa001,haysau01,10826.0,AUSTIN HAYS,36928.0,AUSTIN HAYS,,,107930.0,,NAN,"Hays, Austin",R,R,Austin Hays,"Hays, Austin",14365.0,,,,23805.0,5715.0,Austin Hays,041qs,"Hays, Austin","Hays, Austin",OF,"Hays, Austin",AUSTIN HAYS BAL,AUSTIN HAYS BAL,AUSTIN HAYS BAL,AUSTIN HAYS BAL,AUSTIN HAYS BAL,AUSTIN HAYS BAL,NAN BAL
hazelje01,JEREMY HAZELBAKER,8/14/1987,Jeremy,Hazelbaker,TBA,,OF,9399,JEREMY HAZELBAKER,571757.0,JEREMY HAZELBAKER,1740945.0,JEREMY HAZELBAKER,hazej001,hazelje01,10255.0,JEREMY HAZELBAKER,30654.0,JEREMY HAZELBAKER,,HAZELBAKE19870814A,59656.0,10255.0,JEREMY HAZELBAKER,"Hazelbaker, Jeremy",L,R,Jeremy Hazelbaker,"Hazelbaker, Jeremy",11086.0,Jeremy Hazelbaker,13805.0,Jeremy Hazelbaker,5728.0,5238.0,Jeremy Hazelbaker,02ao3,"Hazelbaker, Jeremy",Jeremy Hazelbaker,OF,"Hazelbaker, Jeremy",JEREMY HAZELBAKER NAN,JEREMY HAZELBAKER NAN,JEREMY HAZELBAKER NAN,JEREMY HAZELBAKER NAN,JEREMY HAZELBAKER NAN,JEREMY HAZELBAKER NAN,JEREMY HAZELBAKER NAN
headlch01,CHASE HEADLEY,5/9/1984,Chase,Headley,SDN,,3B,4720,CHASE HEADLEY,452104.0,CHASE HEADLEY,1103791.0,CHASE HEADLEY,headc001,headlch01,8057.0,CHASE HEADLEY,28809.0,CHASE HEADLEY,Chase Headley,HEADLEY19840509A,47736.0,8057.0,CHASE HEADLEY,"Headley, Chase",B,R,Chase Headley,"Headley, Chase",8980.0,Chase Headley,5033.0,Chase Headley,3042.0,2675.0,Chase Headley,000ua,"Headley, Chase","Headley, Chase",3B,"Headley, Chase",CHASE HEADLEY NAN,CHASE HEADLEY NAN,CHASE HEADLEY NAN,CHASE HEADLEY NAN,CHASE HEADLEY NAN,CHASE HEADLEY NAN,CHASE HEADLEY NAN
healyry01,RYON HEALY,1/10/1992,Ryon,Healy,SEA,AL,3B,15447,RYON HEALY,592387.0,RYON HEALY,2170386.0,RYON HEALY,healr001,healyry01,10343.0,RYON HEALY,33970.0,RYON HEALY,,HEALY19920110A,102034.0,10343.0,RYON HEALY,"Healy, Ryon",R,R,Ryon Healy,"Healy, Ryon",13080.0,Ryon Healy,71466.0,Ryon Healy,23624.0,5065.0,Ryon Healy,031ar,"Healy, Ryon","Healy, Ryon",1B,"Healy, Ryon",RYON HEALY SEA,RYON HEALY SEA,RYON HEALY SEA,RYON HEALY SEA,RYON HEALY SEA,RYON HEALY SEA,RYON HEALY SEA
heanean01,ANDREW HEANEY,6/5/1991,Andrew,Heaney,ANA,AL,P,15423,ANDREW HEANEY,571760.0,ANDREW HEANEY,2036439.0,ANDREW HEANEY,heana001,heanean01,9586.0,ANDREW HEANEY,32672.0,ANDREW HEANEY,,HEANEY19910605A,99874.0,9586.0,ANDREW HEANEY,"Heaney, Andrew",L,L,Andrew Heaney,"Heaney, Andrew",12463.0,Andrew Heaney,52167.0,Andrew Heaney,18190.0,4487.0,Andrew Heaney,02mv0,"Heaney, Andrew","Heaney, Andrew",SP,"Heaney, Andrew",ANDREW HEANEY LAA,ANDREW HEANEY LAA,ANDREW HEANEY LAA,ANDREW HEANEY LAA,ANDREW HEANEY LAA,ANDREW HEANEY LAA,ANDREW HEANEY LAA
hechaad01,ADEINY HECHAVARRIA,4/15/1989,Adeiny,Hechavarria,TBA,,SS,10459,ADEINY HECHAVARRIA,588751.0,ADEINY HECHAVARRIA,1744722.0,ADEINY HECHAVARRIA,hecha001,hechaad01,9259.0,ADEINY HECHAVARRIA,31049.0,ADEINY HECHAVARRIA,Adeiny Hechavarria,HECHEVARRIAcubaA01,66810.0,9259.0,ADEINY HECHAVARRIA,"Hechavarria, Adeiny",R,R,Adeiny Hechavarria,"Hechavarria, Adeiny",11352.0,Adeiny Hechavarria,13060.0,Adeiny Hechavarria,12673.0,3975.0,Adeiny Hechavarria,01ss4,"Hechavarria, Adeiny","Hechavarria, Adeiny",SS,"Hechavarria, Adeiny",ADEINY HECHAVARRIA NAN,ADEINY HECHAVARRIA NAN,ADEINY HECHAVARRIA NAN,ADEINY HECHAVARRIA NAN,ADEINY HECHAVARRIA NAN,ADEINY HECHAVARRIA NAN,ADEINY HECHAVARRIA NAN
hedgeau01,AUSTIN HEDGES,8/18/1992,Austin,Hedges,SDN,NL,C,12976,AUSTIN HEDGES,595978.0,AUSTIN HEDGES,1947852.0,AUSTIN HEDGES,hedga001,hedgeau01,9336.0,AUSTIN HEDGES,32168.0,AUSTIN HEDGES,,HEDGES19920818A,70397.0,9336.0,AUSTIN HEDGES,"Hedges, Austin",R,R,Austin Hedges,"Hedges, Austin",12148.0,Austin Hedges,38004.0,Austin Hedges,18207.0,4550.0,Austin Hedges,02brk,"Hedges, Austin","Hedges, Austin",C,"Hedges, Austin",AUSTIN HEDGES SD,AUSTIN HEDGES SD,AUSTIN HEDGES SD,AUSTIN HEDGES SD,AUSTIN HEDGES SD,AUSTIN HEDGES SD,AUSTIN HEDGES SD
hefneje01,JEREMY HEFNER,3/11/1986,Jeremy,Hefner,NYN,NL,P,1989,JEREMY HEFNER,458550.0,JEREMY HEFNER,1741379.0,JEREMY HEFNER,hefnj001,hefneje01,9162.0,JEREMY HEFNER,30870.0,JEREMY HEFNER,,HEFNER19860311A,53661.0,9162.0,JEREMY HEFNER,"Hefner, Jeremy",R,R,Jeremy Hefner,"Hefner, Jeremy",9992.0,,,,6472.0,,Jeremy Hefner,,,Jeremy Hefner,P,"Hefner, Jeremy",JEREMY HEFNER STL,JEREMY HEFNER STL,JEREMY HEFNER STL,JEREMY HEFNER STL,JEREMY HEFNER STL,JEREMY HEFNER STL,JEREMY HEFNER STL
heisech01,CHRIS HEISEY,12/14/1984,Chris,Heisey,MIN,,OF,3978,CHRIS HEISEY,502317.0,CHRIS HEISEY,1603026.0,CHRIS HEISEY,heisc001,heisech01,8617.0,CHRIS HEISEY,30519.0,CHRIS HEISEY,Chris Heisey,HEISEY19841214A,50228.0,8617.0,CHRIS HEISEY,"Heisey, Chris",R,R,Chris Heisey,"Heisey, Chris",10920.0,Chris Heisey,11096.0,Chris Heisey,3010.0,3282.0,Chris Heisey,,,Chris Heisey,OF,"Heisey, Chris",CHRIS HEISEY NAN,CHRIS HEISEY NAN,CHRIS HEISEY NAN,CHRIS HEISEY NAN,CHRIS HEISEY NAN,CHRIS HEISEY NAN,CHRIS HEISEY NAN
hellije01,JEREMY HELLICKSON,4/8/1987,Jeremy,Hellickson,WAS,NL,P,4371,JEREMY HELLICKSON,476451.0,JEREMY HELLICKSON,1619226.0,JEREMY HELLICKSON,hellj001,hellije01,8415.0,JEREMY HELLICKSON,30506.0,JEREMY HELLICKSON,,HELLICKSO19870408A,46155.0,8415.0,JEREMY HELLICKSON,"Hellickson, Jeremy",R,R,Jeremy Hellickson,"Hellickson, Jeremy",8842.0,Jeremy Hellickson,10968.0,Jeremy Hellickson,2714.0,3449.0,Jeremy Hellickson,01c1r,"Hellickson, Jeremy","Hellickson, Jeremy",SP,"Hellickson, Jeremy",JEREMY HELLICKSON WAS,JEREMY HELLICKSON WAS,JEREMY HELLICKSON WAS,JEREMY HELLICKSON WAS,JEREMY HELLICKSON WAS,JEREMY HELLICKSON WAS,JEREMY HELLICKSON WAS
heltoto01,TODD HELTON,8/20/1973,Todd,Helton,[],,1B,432,TODD HELTON,115732.0,TODD HELTON,7700.0,TODD HELTON,heltt001,heltoto01,5870.0,TODD HELTON,3709.0,TODD HELTON,,HELTON19730820A,834.0,5870.0,TODD HELTON,"Helton, Todd",L,L,Todd Helton,"Helton, Todd",,,,,14763.0,,Todd Helton,,,,1B,"Helton, Todd",TODD HELTON NAN,TODD HELTON NAN,TODD HELTON NAN,TODD HELTON NAN,TODD HELTON NAN,TODD HELTON NAN,TODD HELTON NAN
hembrhe01,HEATH HEMBREE,1/13/1989,Heath,Hembree,BOS,AL,P,11632,HEATH HEMBREE,592390.0,HEATH HEMBREE,1937568.0,HEATH HEMBREE,hembh001,hembrhe01,9519.0,HEATH HEMBREE,31840.0,HEATH HEMBREE,,HEMBREE19890113A,67011.0,9519.0,HEATH HEMBREE,"Hembree, Heath",R,R,Heath Hembree,"Hembree, Heath",11519.0,Heath Hembree,17026.0,Heath Hembree,14736.0,4072.0,Heath Hembree,02hhu,"Hembree, Heath",Heath Hembree,RP,"Hembree, Heath",HEATH HEMBREE BOS,HEATH HEMBREE BOS,HEATH HEMBREE BOS,HEATH HEMBREE BOS,HEATH HEMBREE BOS,HEATH HEMBREE BOS,HEATH HEMBREE BOS
hendeji01,JIM HENDERSON,10/21/1982,Jim,Henderson,NYN,,P,6653,JIM HENDERSON,449104.0,JIM HENDERSON,1803887.0,JIM HENDERSON,hendj001,hendeji01,9248.0,JIM HENDERSON,31169.0,JIM HENDERSON,,HENDERSON19821021A,47758.0,9248.0,JIM HENDERSON,"Henderson, Jim",L,R,Jim Henderson,"Henderson, Jim",12641.0,Jim Henderson,13296.0,Jim Henderson,1521.0,,Jim Henderson,,,Jim Henderson,P,"Henderson, Jim",JIM HENDERSON NAN,JIM HENDERSON NAN,JIM HENDERSON NAN,JIM HENDERSON NAN,JIM HENDERSON NAN,JIM HENDERSON NAN,JIM HENDERSON NAN
hendrky01,KYLE HENDRICKS,12/7/1989,Kyle,Hendricks,CHN,NL,P,12049,KYLE HENDRICKS,543294.0,KYLE HENDRICKS,2108023.0,KYLE HENDRICKS,hendk001,hendrky01,9758.0,KYLE HENDRICKS,33173.0,KYLE HENDRICKS,,HENDRICKS19891207A,69172.0,9758.0,KYLE HENDRICKS,"Hendricks, Kyle",R,R,Kyle Hendricks,"Hendricks, Kyle",12649.0,Kyle Hendricks,53398.0,Kyle Hendricks,18334.0,4568.0,Kyle Hendricks,02bwg,"Hendricks, Kyle","Hendricks, Kyle",SP,"Hendricks, Kyle",KYLE HENDRICKS CHC,KYLE HENDRICKS CHC,KYLE HENDRICKS CHC,KYLE HENDRICKS CHC,KYLE HENDRICKS CHC,KYLE HENDRICKS CHC,KYLE HENDRICKS CHC
hendrli01,LIAM HENDRIKS,2/10/1989,Liam,Hendriks,OAK,AL,P,3548,LIAM HENDRIKS,521230.0,LIAM HENDRIKS,1756629.0,LIAM HENDRIKS,hendl001,hendrli01,9057.0,LIAM HENDRIKS,31755.0,LIAM HENDRIKS,,HENDRIKS19890210A,56426.0,9057.0,LIAM HENDRIKS,"Hendriks, Liam",R,R,Liam Hendriks,"Hendriks, Liam",11422.0,Liam Hendriks,15225.0,Liam Hendriks,5778.0,3897.0,Liam Hendriks,01ub8,"Hendriks, Liam",Liam Hendriks,P,"Hendriks, Liam",LIAM HENDRIKS OAK,LIAM HENDRIKS OAK,LIAM HENDRIKS OAK,LIAM HENDRIKS OAK,LIAM HENDRIKS OAK,LIAM HENDRIKS OAK,LIAM HENDRIKS OAK
henslcl01,CLAY HENSLEY,8/31/1979,Clay,Hensley,[],,P,4593,CLAY HENSLEY,454535.0,CLAY HENSLEY,556540.0,CLAY HENSLEY,hensc002,henslcl01,7604.0,CLAY HENSLEY,,NAN,,HENSLEY19790831A,36847.0,7604.0,CLAY HENSLEY,"Hensley, Clay",R,R,Clay Hensley,"Hensley, Clay",,,,,4179.0,,Clay Hensley,,,,P,"Hensley, Clay",CLAY HENSLEY NAN,CLAY HENSLEY NAN,CLAY HENSLEY NAN,CLAY HENSLEY NAN,CLAY HENSLEY NAN,NAN NAN,CLAY HENSLEY NAN
heredgu01,GUILLERMO HEREDIA,1/31/1991,Guillermo,Heredia,SEA,AL,OF,18721,GUILLERMO HEREDIA,628338.0,GUILLERMO HEREDIA,2221896.0,GUILLERMO HEREDIA,hereg002,heredgu01,10352.0,GUILLERMO HEREDIA,35050.0,GUILLERMO HEREDIA,,,102267.0,10352.0,GUILLERMO HEREDIA,"Heredia, Guillermo",R,L,Guillermo Heredia,"Heredia, Guillermo",12828.0,Guillermo Heredia,72261.0,Guillermo Heredia,23683.0,5334.0,Guillermo Heredia,03mlu,"Heredia, Guillermo","Heredia, Guillermo",OF,"Heredia, Guillermo",GUILLERMO HEREDIA TBA,GUILLERMO HEREDIA TBA,GUILLERMO HEREDIA TBA,GUILLERMO HEREDIA TBA,GUILLERMO HEREDIA TBA,GUILLERMO HEREDIA TBA,GUILLERMO HEREDIA TBA
hernace02,CESAR HERNANDEZ,5/23/1990,Cesar,Hernandez,PHI,NL,2B,10556,CESAR HERNANDEZ,514917.0,CESAR HERNANDEZ,1784924.0,CESAR HERNANDEZ,hernc002,hernace02,9411.0,CESAR HERNANDEZ,31130.0,CESAR HERNANDEZ,,HERNANDEZ19900523A,56444.0,9411.0,CESAR HERNANDEZ,"Hernandez, Cesar",B,R,Cesar Hernandez,"Hernandez, Cesar",11820.0,Cesar Hernandez,13354.0,Cesar Hernandez,9092.0,4375.0,Cesar Hernandez,025gz,"Hernandez, Cesar","Hernandez, Cesar",2B,"Hernandez, Cesar",CESAR HERNANDEZ PHI,CESAR HERNANDEZ PHI,CESAR HERNANDEZ PHI,CESAR HERNANDEZ PHI,CESAR HERNANDEZ PHI,CESAR HERNANDEZ PHI,CESAR HERNANDEZ PHI
hernada01,DAVID HERNANDEZ,5/13/1985,David,Hernandez,CIN,NL,P,4259,DAVID HERNANDEZ,456696.0,DAVID HERNANDEZ,1630080.0,DAVID HERNANDEZ,hernd002,hernada01,8498.0,DAVID HERNANDEZ,30058.0,DAVID HERNANDEZ,,HERNANDEZ19870324A,47804.0,8498.0,DAVID HERNANDEZ,"Hernandez, David",R,R,David Hernandez,"Hernandez, David",9656.0,David Hernandez,5270.0,David Hernandez,1771.0,3259.0,David Hernandez,01dlm,"Hernandez, David",David Hernandez,RP,"Hernandez, David",DAVID HERNANDEZ CIN,DAVID HERNANDEZ CIN,DAVID HERNANDEZ CIN,DAVID HERNANDEZ CIN,DAVID HERNANDEZ CIN,DAVID HERNANDEZ CIN,DAVID HERNANDEZ CIN
hernaen02,ENRIQUE HERNANDEZ,8/24/1991,Enrique,Hernandez,LAN,NL,SS,10472,ENRIQUE HERNANDEZ,571771.0,ENRIQUE HERNANDEZ,1810385.0,ENRIQUE HERNANDEZ,herne001,hernaen02,9754.0,KIKE HERNANDEZ,31358.0,ENRIQUE HERNANDEZ,,HERNANDEZ19910824A,59660.0,9754.0,KIKE HERNANDEZ,"Hernandez, Enrique",R,R,Enrique Hernandez,"Hernandez, Enrique",11139.0,Kike Hernandez,13792.0,Kike Hernandez,11508.0,4675.0,Enrique Hernandez,,,"Hernandez, Enrique",2B/SS/OF,"Hernandez, Kike",ENRIQUE HERNANDEZ LAD,ENRIQUE HERNANDEZ LAD,ENRIQUE HERNANDEZ LAD,ENRIQUE HERNANDEZ LAD,KIKE HERNANDEZ LAD,ENRIQUE HERNANDEZ LAD,KIKE HERNANDEZ LAD
hernafe02,FELIX HERNANDEZ,4/8/1986,Felix,Hernandez,SEA,AL,P,4772,FELIX HERNANDEZ,433587.0,FELIX HERNANDEZ,541516.0,FELIX HERNANDEZ,hernf002,hernafe02,7487.0,FELIX HERNANDEZ,6194.0,FELIX HERNANDEZ,,HERNANDEZ19860408A,45536.0,7487.0,FELIX HERNANDEZ,"Hernandez, Felix",R,R,Felix Hernandez,"Hernandez, Felix",7886.0,Felix Hernandez,5661.0,Felix Hernandez,15214.0,1165.0,Felix Hernandez,000r4,"Hernandez, Felix","Hernandez, Felix",SP,"Hernandez, Felix",FELIX HERNANDEZ SEA,FELIX HERNANDEZ SEA,FELIX HERNANDEZ SEA,FELIX HERNANDEZ SEA,FELIX HERNANDEZ SEA,FELIX HERNANDEZ SEA,FELIX HERNANDEZ SEA
hernago01,GORKYS HERNANDEZ,9/7/1987,Gorkys,Hernandez,SFN,AL,OF,4146,GORKYS HERNANDEZ,491676.0,GORKYS HERNANDEZ,1599715.0,GORKYS HERNANDEZ,herng001,hernago01,9188.0,GORKYS HERNANDEZ,29550.0,GORKYS HERNANDEZ,,HERNANDEZ19870907A,51885.0,9188.0,GORKYS HERNANDEZ,"Hernandez, Gorkys",R,R,Gorkys Hernandez,"Hernandez, Gorkys",9483.0,Gorkys Hernandez,12993.0,Gorkys Hernandez,2979.0,2814.0,Gorkys Hernandez,01c95,"Hernandez, Gorkys","Hernandez, Gorkys",OF,"Hernandez, Gorkys",GORKYS HERNANDEZ BOS,GORKYS HERNANDEZ BOS,GORKYS HERNANDEZ BOS,GORKYS HERNANDEZ BOS,GORKYS HERNANDEZ BOS,GORKYS HERNANDEZ BOS,GORKYS HERNANDEZ BOS
hernali01,LIVAN HERNANDEZ,2/20/1975,Livan,Hernandez,[],,P,1116,LIVAN HERNANDEZ,115817.0,LIVAN HERNANDEZ,7710.0,LIVAN HERNANDEZ,hernl003,hernali01,5734.0,LIVAN HERNANDEZ,,NAN,,HERNANDEZ19750220A,450.0,,NAN,"Hernandez, Livan",R,R,Livan Hernandez,"Hernandez, Livan",,,,,15199.0,,Livan Hernandez,,,,P,"Hernandez, Livan",LIVAN HERNANDEZ NAN,LIVAN HERNANDEZ NAN,LIVAN HERNANDEZ NAN,LIVAN HERNANDEZ NAN,LIVAN HERNANDEZ NAN,NAN NAN,NAN NAN
hernalu01,LUIS HERNANDEZ,6/26/1984,Luis,Hernandez,[],,SS,3206,LUIS HERNANDEZ,434682.0,LUIS HERNANDEZ,533264.0,LUIS A. HERNANDEZ,,hernalu01,8066.0,LUIS HERNANDEZ,,NAN,,HERNANDEZ19720000A,36866.0,8066.0,LUIS HERNANDEZ,"Hernandez, Luis",B,R,Luis Hernandez,"Hernandez, Luis",,,,,1216.0,,Luis Hernandez,,,,SS,"Hernandez, Luis",LUIS HERNANDEZ NAN,LUIS HERNANDEZ NAN,LUIS HERNANDEZ NAN,LUIS A. HERNANDEZ NAN,LUIS HERNANDEZ NAN,NAN NAN,LUIS HERNANDEZ NAN
hernama02,MARCO HERNANDEZ,9/6/1992,Marco,Hernandez,BOS,AL,3B,13154,MARCO HERNANDEZ,593523.0,MARCO HERNANDEZ,,NAN,,hernama02,10270.0,MARCO HERNANDEZ,33431.0,MARCO HERNANDEZ,,,67342.0,10270.0,MARCO HERN?ÍNDEZ,"Hernandez, Marco",L,R,Marco Hernandez,"Hernandez, Marco",13704.0,,,,12979.0,5256.0,Marco Hernandez,,,Marco Hernandez,3B,"Hernandez, Marco",MARCO HERNANDEZ BOS,MARCO HERNANDEZ BOS,MARCO HERNANDEZ BOS,NAN BOS,MARCO HERNANDEZ BOS,MARCO HERNANDEZ BOS,MARCO HERN?ÍNDEZ BOS
hernara02,RAMON HERNANDEZ,5/20/1976,Ramon,Hernandez,[],,C,918,RAMON HERNANDEZ,150421.0,RAMON HERNANDEZ,21581.0,RAMON HERNANDEZ,hernr002,hernara02,6258.0,RAMON HERNANDEZ,4097.0,RAMON HERNANDEZ,,HERNANDEZ19760520A,936.0,6258.0,RAMON HERNANDEZ,"Hernandez, Ramon",R,R,Ramon Hernandez,"Hernandez, Ramon",,,,,3869.0,,Ramon Hernandez,,,,C,"Hernandez, Ramon",RAMON HERNANDEZ NAN,RAMON HERNANDEZ NAN,RAMON HERNANDEZ NAN,RAMON HERNANDEZ NAN,RAMON HERNANDEZ NAN,RAMON HERNANDEZ NAN,RAMON HERNANDEZ NAN
hernate01,TEOSCAR HERNANDEZ,10/15/1992,Teoscar,Hernandez,TOR,AL,OF,13066,TEOSCAR HERNANDEZ,606192.0,TEOSCAR HERNANDEZ,2119659.0,TEOSCAR HERNANDEZ,hernt002,hernate01,10366.0,TEOSCAR HERNANDEZ,33377.0,TEOSCAR HERNANDEZ,,,69667.0,10366.0,TEOSCAR HERN?ÍNDEZ,"Hernandez, Teoscar",R,R,Teoscar Hernandez,"Hernandez, Teoscar",12850.0,,,,23651.0,5353.0,Teoscar Hernandez,02xic,"Hernandez, Teoscar","Hernandez, Teoscar",OF,"Hernandez, Teoscar",TEOSCAR HERNANDEZ TOR,TEOSCAR HERNANDEZ TOR,TEOSCAR HERNANDEZ TOR,TEOSCAR HERNANDEZ TOR,TEOSCAR HERNANDEZ TOR,TEOSCAR HERNANDEZ TOR,TEOSCAR HERN?ÍNDEZ TOR
herredi01,DILSON HERRERA,3/3/1994,Dilson,Herrera,CIN,NL,2B,14335,DILSON HERRERA,599096.0,DILSON HERRERA,2118134.0,DILSON HERRERA,herrd002,herredi01,9800.0,DILSON HERRERA,33091.0,DILSON HERRERA,,,69012.0,9800.0,DILSON HERRERA,"Herrera, Dilson",R,R,Dilson Herrera,"Herrera, Dilson",13186.0,,,,18396.0,4733.0,Dilson Herrera,025fm,"Herrera, Dilson",Dilson Herrera,2B,"Herrera, Dilson",DILSON HERRERA WAS,DILSON HERRERA WAS,DILSON HERRERA WAS,DILSON HERRERA WAS,DILSON HERRERA WAS,DILSON HERRERA WAS,DILSON HERRERA WAS
herreel01,ELIAN HERRERA,2/1/1985,Elian,Herrera,MIL,,2B,5432,ELIAN HERRERA,467070.0,ELIAN HERRERA,1803324.0,ELIAN HERRERA,herre001,herreel01,9184.0,ELIAN HERRERA,31165.0,ELIAN HERRERA,,HERRERA19850201A,49824.0,9184.0,ELIAN HERRERA,"Herrera, Elian",B,R,Elian Herrera,"Herrera, Elian",12434.0,,,Elian Herrera,1862.0,,Elian Herrera,,,Elian Herrera,2B,"Herrera, Elian",ELIAN HERRERA NAN,ELIAN HERRERA NAN,ELIAN HERRERA NAN,ELIAN HERRERA NAN,ELIAN HERRERA NAN,ELIAN HERRERA NAN,ELIAN HERRERA NAN
herrejo03,JONATHAN HERRERA,11/3/1984,Jonathan,Herrera,CHN,,2B,4182,JONATHAN HERRERA,468406.0,JONATHAN HERRERA,1102926.0,JONATHAN HERRERA,herrj002,herrejo03,8235.0,JONATHAN HERRERA,29119.0,JONATHAN HERRERA,Jonathan Herrera,HERRERA19841103A,47843.0,8235.0,JONATHAN HERRERA,"Herrera, Jonathan",B,R,Jonathan Herrera,"Herrera, Jonathan",9541.0,Jonathan Herrera,12271.0,Jonathan Herrera,3067.0,,Jonathan Herrera,,,Jonathan Herrera,2B,"Herrera, Jonathan",JONATHAN HERRERA NAN,JONATHAN HERRERA NAN,JONATHAN HERRERA NAN,JONATHAN HERRERA NAN,JONATHAN HERRERA NAN,JONATHAN HERRERA NAN,JONATHAN HERRERA NAN
herreke01,KELVIN HERRERA,12/31/1989,Kelvin,Herrera,KCA,AL,P,6033,KELVIN HERRERA,516969.0,KELVIN HERRERA,1897843.0,KELVIN HERRERA,herrk001,herreke01,9089.0,KELVIN HERRERA,32029.0,KELVIN HERRERA,,HERRERA19891231A,56449.0,9089.0,KELVIN HERRERA,"Herrera, Kelvin",R,R,Kelvin Herrera,"Herrera, Kelvin",10700.0,Kelvin Herrera,15336.0,Kelvin Herrera,8549.0,3943.0,Kelvin Herrera,01slh,"Herrera, Kelvin","Herrera, Kelvin",RP,"Herrera, Kelvin",KELVIN HERRERA CHW,KELVIN HERRERA CHW,KELVIN HERRERA CHW,KELVIN HERRERA CHW,KELVIN HERRERA CHW,KELVIN HERRERA CHW,KELVIN HERRERA CHW
herreod01,ODUBEL HERRERA,12/29/1991,Odubel,Herrera,PHI,NL,OF,11476,ODUBEL HERRERA,546318.0,ODUBEL HERRERA,2046496.0,ODUBEL HERRERA,herro001,herreod01,9906.0,ODUBEL HERRERA,32868.0,ODUBEL HERRERA,,HERRERA19911229A,66013.0,9906.0,ODUBEL HERRERA,"Herrera, Odubel",L,R,Odubel Herrera,"Herrera, Odubel",12704.0,Odubel Herrera,38319.0,Odubel Herrera,17822.0,4842.0,Odubel Herrera,02i2s,"Herrera, Odubel","Herrera, Odubel",OF,"Herrera, Odubel",ODUBEL HERRERA PHI,ODUBEL HERRERA PHI,ODUBEL HERRERA PHI,ODUBEL HERRERA PHI,ODUBEL HERRERA PHI,ODUBEL HERRERA PHI,ODUBEL HERRERA PHI
herrero02,ROSELL HERRERA,10/16/1992,Rosell,Herrera,CIN,NL,OF,11611,ROSELL HERRERA,594011.0,ROSELL HERRERA,,NAN,,herrero02,9569.0,ROSELL HERRERA,33103.0,ROSELL HERRERA,,,67626.0,9569.0,ROSELL HERRERA,"Herrera, Rosell",B,R,Rosell Herrera,"Herrera, Rosell",12263.0,,,,13377.0,5841.0,Rosell Herrera,,,Rosell Herrera,OF,"Herrera, Rosell",ROSELL HERRERA MIA,ROSELL HERRERA MIA,ROSELL HERRERA MIA,NAN MIA,ROSELL HERRERA MIA,ROSELL HERRERA MIA,ROSELL HERRERA MIA
herrmch01,CHRIS HERRMANN,11/24/1987,Chris,Herrmann,ARI,,C,9284,CHRIS HERRMANN,543302.0,CHRIS HERRMANN,1794325.0,CHRIS HERRMANN,herrc001,herrmch01,9309.0,CHRIS HERRMANN,31998.0,CHRIS HERRMANN,,HERRMANN19871124A,60002.0,9309.0,CHRIS HERRMANN,"Herrmann, Chris",L,R,Chris Herrmann,"Herrmann, Chris",11140.0,Chris Herrmann,13359.0,Chris Herrmann,17821.0,4212.0,Chris Herrmann,02h9a,"Herrmann, Chris","Herrmann, Chris",C,"Herrmann, Chris",CHRIS HERRMANN NAN,CHRIS HERRMANN NAN,CHRIS HERRMANN NAN,CHRIS HERRMANN NAN,CHRIS HERRMANN NAN,CHRIS HERRMANN NAN,CHRIS HERRMANN NAN
hessda01,DAVID HESS,7/10/1993,David,Hess,BAL,AL,P,16130,DAVID HESS,605276.0,DAVID HESS,,NAN,,hessda01,10156.0,DAVID HESS,34226.0,DAVID HESS,,,103801.0,,NAN,"Hess, David",R,R,David Hess,"Hess, David",14206.0,,,,21303.0,5395.0,David Hess,,,David Hess,SP,"Hess, David",DAVID HESS BAL,DAVID HESS BAL,DAVID HESS BAL,NAN BAL,DAVID HESS BAL,DAVID HESS BAL,NAN BAL
hestejo01,JOHN HESTER,9/14/1983,John,Hester,ANA,,C,877,JOHN HESTER,452105.0,JOHN HESTER,1603027.0,JOHN HESTER,hestj001,hestejo01,8568.0,JOHN HESTER,29788.0,JOHN HESTER,,HESTER19830914A,52534.0,8568.0,JOHN HESTER,"Hester, John",R,R,John Hester,"Hester, John",11213.0,,,John Hester,2259.0,,John Hester,,,John Hester,C,"Hester, John",JOHN HESTER NAN,JOHN HESTER NAN,JOHN HESTER NAN,JOHN HESTER NAN,JOHN HESTER NAN,JOHN HESTER NAN,JOHN HESTER NAN
